age,sex,children,wage
20,0,0,7570.393041692751
33,1,1,15899.22016076376
34,1,0,12694.055102681807
22,0,1,9571.270043892584
44,1,1,16486.821649123813
36,1,0,11902.424295044326
35,1,1,15807.480418998699
39,1,1,15197.37027978164
44,0,1,12965.51835782515
44,1,1,17187.574778586928
31,0,0,8627.34622043078
33,0,1,11870.54709569794
28,1,0,12270.186770671964
42,0,1,13169.332964703033
15,1,0,10892.764301313922
37,1,1,15339.04553652275
36,1,1,15625.67146697857
40,0,0,9585.016582129007
18,1,0,11693.821747513375
52,1,0,13576.1806463879
33,1,1,14066.734687676002
17,1,1,11627.614477345107
43,0,1,15081.567115622038
41,1,0,14717.160978285407
28,1,0,13134.03532762302
38,1,1,14914.95878517582
36,1,0,12896.361227896345
38,1,0,14343.933253415125
23,0,0,7615.166371973996
16,1,0,9687.660312492308
31,0,1,8667.03446864881
49,1,1,16436.003548129393
37,0,1,11674.68719972083
22,1,1,10911.056684621308
40,1,1,15871.058586000061
36,0,0,9316.716954647332
27,1,0,10593.36827870461
22,0,1,10317.901038453681
52,1,0,15910.912303014582
31,0,0,9274.65812259334
10,1,0,8323.599163453333
36,1,0,12951.046982026523
34,0,0,8710.757404051703
16,1,0,9937.694662052236
18,0,0,7488.14062525865
36,1,0,10552.621298891027
35,1,1,15750.295706851242
49,0,1,12783.905779405726
31,1,1,13732.52926818147
16,0,1,9513.87786001882
34,1,0,13358.460780563917
25,0,0,9320.885431836212
16,0,1,8441.138625813534
37,1,0,12950.371149353557
44,0,1,13927.311003863446
38,0,0,10284.204437516277
39,0,1,11716.331089973237
34,0,0,8468.908965362103
27,0,0,8470.563168727003
30,1,0,11867.41113032385
21,1,0,10215.772749099577
15,0,0,7446.008490348391
21,0,0,7402.381402400448
40,1,1,14472.893495995919
25,0,1,11316.908184187974
35,1,0,11811.743085257827
35,0,1,12611.37854772587
31,1,1,14385.543722107506
19,1,1,13511.594088391796
48,1,1,16798.422317952587
16,1,0,10837.535583280413
40,1,0,12633.746710676538
26,0,1,10972.687010140184
35,1,0,12797.33553125494
32,0,1,12371.364933322873
34,1,1,16087.847656801263
21,1,1,13321.066654725024
5,1,1,11979.750874866946
16,1,0,10421.074718319442
12,1,0,8173.067865731279
34,1,1,15085.757775070635
23,1,0,10699.76306640024
39,1,0,13865.480460213566
16,1,1,12715.371715757004
34,0,1,11690.769242649383
28,1,0,12402.211273885672
40,1,1,15124.389272429085
27,0,0,7660.804557444303
35,1,1,14175.129824865742
23,1,0,11391.343848729204
40,1,1,15914.706400971478
27,1,1,15725.892276114015
28,1,1,14482.554833439217
37,1,1,16062.104432032364
20,0,0,8850.537455327449
26,1,0,11571.23115468089
30,1,1,14709.629277014883
37,1,0,13811.499984961654
19,1,0,11416.8124039706
16,0,0,6671.493746553809
26,0,0,7727.278201594128
28,1,0,12590.3407631939
25,0,1,11831.600519274794
28,0,0,7605.1113128877505
34,1,1,15876.415210647085
17,0,0,6863.069793449174
2,0,0,5315.946992264855
15,1,0,8662.679046276247
44,1,1,16186.522468076579
41,0,1,11181.459218019918
17,0,1,11050.283739247978
20,1,0,10454.78811989084
36,1,0,12094.770153589821
27,1,0,12931.68712291839
31,0,1,11658.076181923729
31,1,0,13357.37588702379
37,1,0,13947.717909596737
27,0,1,9554.287324428371
48,1,1,17946.148173203717
23,0,0,8084.9238293276385
26,0,0,7617.411610512696
28,1,0,13381.990802623322
23,1,0,11619.404506156907
17,0,0,6932.7018667108805
20,0,0,6056.758488177435
23,1,0,12347.784171001264
19,1,0,12077.110662484589
35,0,1,12829.984851982654
21,1,0,10446.110626310421
29,0,1,10715.659605401326
20,1,1,14074.029518570307
33,1,1,15168.664691118192
28,1,1,15231.636023060015
20,1,0,10054.140507527994
35,1,1,16559.10186921265
34,1,0,12323.68294426807
42,0,1,12577.81865503474
19,0,0,7431.062552823307
10,0,1,10337.17907272184
30,0,1,10457.208255435233
29,0,0,9115.518287460827
6,0,0,5990.562116695874
29,0,1,9806.64265645795
30,1,0,11790.538389416823
15,1,0,10703.836699096464
31,1,0,12116.614696121347
32,0,0,10594.924755587715
48,1,1,17447.680172646353
45,0,1,12990.459105312768
56,1,1,17509.59587974285
26,1,0,11968.54493545937
39,1,0,13493.107881707041
33,1,1,15811.103863171338
39,1,0,12824.992231999424
20,1,0,12425.362299357632
30,0,1,11805.558767436352
17,1,0,11770.916693756488
42,0,0,9122.114552876947
38,1,1,15441.274058899324
33,1,0,10661.93564534687
43,0,1,13563.407170948374
16,1,0,11000.449187282247
26,1,1,15841.653743095114
23,1,1,14097.540800243016
11,1,0,10071.80021003221
36,0,1,12922.717966201004
39,1,0,13212.695412022
42,1,1,16873.721204704914
9,0,0,6249.401565127825
35,1,0,12444.494833150467
40,0,0,10872.013160855327
30,1,0,11539.781877846772
14,0,0,5715.688377818606
40,0,1,14281.434154218507
30,0,0,9908.735482111719
26,0,1,12029.785458318936
21,1,0,10155.115668730847
45,0,0,11650.92023016899
35,0,0,8761.696911263192
31,1,1,14606.682606943097
44,0,1,12552.085409234069
21,0,1,11308.800938432756
41,0,1,13722.380162741352
40,0,1,14110.606773640535
45,0,1,13903.493944412436
36,1,1,15862.380008662385
31,1,1,15443.572460506
40,0,0,9498.040500284222
27,0,1,11371.379142039863
23,0,0,7977.0661494111255
26,0,0,8265.602299456226
32,0,1,10718.526110088154
30,0,0,7115.835798926626
28,1,0,10754.193360650701
30,0,1,11290.485466728454
31,1,0,13783.743377059698
31,0,0,8559.487921336917
33,0,0,8805.744673831347
33,0,1,11238.145187945185
30,1,1,12834.690132752095
44,1,0,14429.801776979384
18,1,0,8629.63899320756
21,0,0,7591.1961564203175
40,1,1,17623.136154618747
12,1,1,12612.251114584344
29,1,1,15061.36738434865
18,1,1,14543.856076944168
36,1,0,13076.229946677122
37,0,0,9538.671824025698
23,0,0,9760.983203131713
26,0,0,7422.82812550108
29,1,0,12020.770710408764
43,0,1,14149.576718995395
18,1,0,8152.050203606512
40,1,0,13995.249143752637
47,0,0,11236.358516489578
22,1,0,11411.525043928117
35,0,1,11830.304539329825
37,0,1,14097.34846625337
16,0,0,6737.800064480142
38,0,1,13017.638170724702
39,0,1,13676.42409588223
42,0,1,13177.113994545365
34,1,0,12340.947914062044
4,1,0,8213.318639753157
26,1,0,11913.204853542327
31,0,0,7152.7000509314
18,0,1,9820.505936358073
13,1,1,13341.631186351438
51,0,1,14394.684564511525
38,1,1,16458.046774153805
16,0,1,9678.870432335954
26,1,0,12742.98674460083
29,0,1,11263.30171202574
20,1,0,10298.139402478811
34,1,1,14147.691727044565
43,0,1,14251.759094681605
15,1,1,12522.859679684861
18,0,1,8644.773415202622
32,0,0,9211.672835826132
22,1,1,13137.823556702344
34,1,1,14878.733066817105
26,0,0,8298.046831649615
27,1,1,13560.123267387571
20,1,0,11499.526950177484
44,1,1,16374.797071213454
24,1,1,15914.08305414029
43,1,1,17433.906700031348
14,1,0,9483.773720626908
10,1,0,9242.177661823178
21,1,0,10556.732032432361
29,1,1,15678.573941603478
34,1,0,12529.905442467718
24,1,1,15064.244401068303
25,0,1,11219.332806663637
26,0,0,7973.741412192348
44,1,1,15630.059689575684
29,0,1,10453.792994829812
35,0,0,7442.724160848079
37,0,1,11415.971784102816
29,1,0,10548.394011352633
18,1,1,12484.041601249457
46,0,0,11034.134406773144
22,0,0,7089.62671182469
31,0,0,8882.092730359898
22,1,1,16478.42844596903
35,1,1,16521.98759167317
39,0,0,10249.212140627365
18,1,0,10071.624012203236
34,1,1,16256.192880299179
19,0,0,9343.30076387836
55,0,0,12015.762181905051
21,1,0,11089.460283720427
32,0,1,11639.01292262855
20,0,0,8775.670853631213
10,0,0,6747.394615845514
30,0,0,8728.615358028444
7,0,0,6338.988077493183
37,0,0,9809.41502449649
41,1,1,16308.272009309603
41,1,0,14037.663436375806
42,1,0,12805.328374295748
26,1,1,13214.916984224867
13,1,1,11752.066388650115
26,0,1,11169.698411254682
39,0,1,11305.499667033906
21,1,0,10622.181835428255
26,1,1,14762.289511704801
29,1,0,11344.777226487868
31,0,1,12443.683993658182
28,1,1,13095.796035853895
57,1,1,18640.20221877779
41,1,1,16387.212131543965
26,1,0,11757.882752523728
18,1,1,11333.138631101136
26,1,1,15494.650414038388
34,1,1,14055.438222878012
27,0,0,7912.399537898423
9,0,0,4528.548698361137
34,1,0,11875.632893583403
33,0,1,11391.322327194635
38,0,0,7566.681481475907
50,1,0,14211.929910709272
19,0,0,7592.432788538969
28,1,0,12828.447684496801
32,0,0,8806.866521165026
19,1,0,11502.143205957815
23,1,0,12353.59575221306
50,1,1,16480.88192526737
25,0,1,10342.64316693194
26,1,1,15450.716879520773
11,0,0,5322.639306843291
36,1,1,14571.359396262978
19,0,1,11739.174055714742
16,0,0,7518.130604775425
40,0,1,10699.969471714989
30,1,0,13342.763866450405
48,0,1,14254.435151830252
20,1,1,13395.884134492926
34,1,0,11706.35867076386
21,0,1,10938.852369961478
33,1,0,11744.132282176686
16,1,0,9858.627985494995
21,1,0,11278.93170480237
4,1,0,7675.353502430748
59,1,1,18815.24687582369
27,1,1,13846.58565284371
17,1,1,11472.34235716048
8,1,0,9081.399206258046
18,1,0,11621.377363688174
21,1,1,14252.103520014032
27,0,0,7990.817137257192
25,0,0,7764.291090139777
48,1,1,18372.391997368264
37,1,0,12196.350796077613
22,1,0,10808.489138542027
30,1,0,10874.547430797173
19,0,1,11712.824056949761
23,0,0,7278.982976719519
28,1,1,14728.646500069184
23,1,1,13861.6085419825
31,1,1,15800.548135003084
46,1,0,11523.138662264322
21,0,1,8852.075984630957
14,1,1,14142.178078768193
27,1,0,11759.665987195285
28,1,1,14030.86919181943
10,0,0,4350.922170496647
27,0,0,9227.451550614389
30,0,1,12210.295938551266
8,0,0,5619.506606066498
35,0,0,7455.493275821939
27,1,1,13168.99158755231
17,0,1,8786.988096479747
32,1,0,12498.40745729264
25,0,1,12097.786747044278
38,0,1,10947.862897619701
39,0,0,10460.707103026236
35,1,1,15537.16890537434
47,1,1,16288.65449975814
44,0,0,9711.400002230035
16,0,1,8850.900951821777
41,1,1,17634.137368735122
32,1,0,12854.154047149175
26,0,1,10456.874415085904
33,1,0,12554.583761718653
42,1,0,12912.574069428585
33,0,0,8387.083728838114
35,1,1,13568.06810889905
14,1,1,13261.672571231575
6,0,0,6036.286532986433
9,1,0,9832.821062599949
30,0,0,6793.440311616079
35,0,0,8480.339368186442
36,0,0,8196.303804718471
34,0,1,11383.797814721485
24,1,0,10254.10512665182
38,1,0,12203.975277904075
34,1,0,10472.890376657284
29,0,1,11513.446947557835
30,0,0,7393.379694078131
41,1,1,16867.15469891163
28,0,0,7386.153663619905
28,0,1,11120.59726835802
26,0,1,11753.259474250017
43,1,1,14452.30200709332
32,1,0,12220.01679523034
32,0,1,12862.615020593614
16,0,0,7239.572784833503
16,0,0,7470.631031559058
34,1,1,13441.497019330494
46,1,1,15206.733154107784
33,1,1,15554.204890175373
39,0,1,12305.359764301464
18,0,1,10160.409995830969
36,0,0,7833.46987747609
41,0,1,12250.09756359976
34,1,1,16603.889262600576
30,1,0,11698.440092807377
17,0,0,6171.684898385781
3,0,0,4618.529376745385
32,0,0,8747.775786664086
40,0,1,11096.081845056862
27,1,1,14839.252115080944
39,1,1,15265.281183301036
29,0,1,11517.833026248403
29,1,0,11698.755092309366
25,0,1,12483.36279845372
33,1,1,14184.012022510477
19,1,0,12184.230405672923
27,0,1,9436.70243509815
3,0,0,5776.26383239213
32,1,1,15125.760289724905
37,0,0,10221.212153210055
42,0,1,14307.397257793313
40,1,1,14783.87816141736
5,0,0,5552.558538988519
41,1,1,16395.41424396776
33,0,0,8550.5323993955
37,0,1,13085.646674211368
39,1,0,13905.538969055218
41,0,1,13308.31301684783
33,0,0,9141.975280478146
28,1,0,11127.401061613456
29,1,0,10510.90333989028
36,0,1,13574.45323851363
21,0,1,9223.918691119332
10,0,1,8636.01825364785
28,0,1,11321.310278492105
35,1,1,13860.33880331619
18,0,0,8441.49039678324
42,1,0,13781.314385113654
40,1,0,14018.38241787724
40,1,1,17303.863741551842
23,0,0,7035.034242431176
20,1,1,12632.806549904919
46,0,0,9760.394986545729
51,1,0,14593.176178471045
47,1,1,15723.629176600794
43,1,1,17385.02936772378
49,0,1,13811.823328852981
27,1,0,10920.048138603448
24,0,0,6389.768864022799
48,0,0,11763.062021221998
30,1,0,12523.517664762458
34,1,0,11632.631957507001
30,0,1,11188.66636027604
20,1,0,10974.186946852107
17,0,0,9512.157475950093
36,0,0,9706.59622689185
51,0,1,14727.486736815134
51,0,1,13800.24202490016
29,0,1,10576.941226491494
14,0,0,4343.371563901455
41,1,0,14302.052104327173
26,1,1,14079.498126908591
41,0,0,9628.697164172572
25,0,1,11833.494697802169
29,0,1,11145.749683199285
28,0,1,11633.319981044546
44,0,0,9702.489121143648
35,0,0,9804.556995245495
31,0,1,11596.494108783116
37,1,0,12761.567218436292
39,1,0,13541.90571887512
28,1,0,11789.195064354317
34,1,1,15179.033882263751
27,1,1,14729.94402380265
22,0,0,6012.152441112574
25,1,1,14953.71477983384
37,1,0,12986.947280547578
34,0,1,12648.96947479279
30,0,1,10913.658754877368
32,0,0,9600.73794726779
38,1,0,14107.498154260084
31,0,0,8630.115567730161
9,1,0,10135.485142426738
22,1,0,10202.69569966252
27,1,1,13620.053212593544
31,1,0,12098.454038811165
35,0,1,11254.890030510764
43,0,1,14486.155062639911
30,1,0,12556.209117849081
31,1,0,12260.721324324953
21,0,0,6677.036223469004
36,0,1,12082.284839141206
20,0,1,9382.677413820804
45,0,1,12777.127975216494
27,1,1,13558.841632560361
35,1,0,13184.21199490811
18,0,0,6080.082924947338
25,0,1,8915.619997483553
19,0,1,10136.517164633753
15,1,1,13912.658278260102
36,1,0,13193.869567206038
28,0,0,7483.532234722182
32,1,1,16087.964584037903
43,1,1,16488.78515890394
32,1,0,11204.564562014853
21,0,0,7867.385302755925
30,1,1,15565.859642016025
29,1,1,14180.533563963665
44,0,0,9952.082429716298
26,1,0,14162.556062702382
25,0,1,9688.052626763294
28,1,1,14977.97199510236
24,0,0,8684.18545486029
31,1,0,12768.152401289273
29,1,1,14105.27598767342
30,1,0,12174.26907540582
25,1,0,11768.67955088721
30,1,0,12775.617965978465
30,1,0,11107.096134407275
32,1,0,9995.726219853175
31,0,1,12529.0631516509
21,0,0,9078.964691015224
46,0,0,10800.63285459906
31,0,0,8688.015055146298
16,1,0,8086.681691823143
21,1,0,12659.241460490719
37,0,0,9064.41541132969
18,1,1,13123.524584768787
20,1,0,10736.88624564031
41,0,1,13466.996225845804
35,1,1,15792.327887787413
38,1,0,11983.850714539496
54,0,1,14516.933693229921
30,1,0,11614.033365114063
40,0,0,9935.693947011594
33,0,1,11618.621329827425
35,0,0,9632.38976822007
47,0,1,13558.287497888472
32,0,0,9952.482450496247
17,1,1,13927.49314218375
25,0,1,12521.22361656619
27,0,0,9414.580220661766
28,1,0,10644.50731881133
31,0,1,11435.465022120105
29,0,0,6023.605236833784
33,0,1,9803.492209654565
36,0,1,12248.927523226757
31,1,1,15647.244335742382
24,1,0,10683.501165506277
24,0,0,8680.680996464533
26,0,1,11780.863659449718
34,0,0,9349.918694877482
47,1,0,16688.30548807602
45,0,1,14374.039668631664
43,0,0,9698.248647217204
32,1,1,17763.99365737432
44,0,1,15357.899099729762
35,1,1,15231.389000847084
26,0,1,11771.196991718698
33,1,1,15677.90584951463
22,0,0,7938.1525753320675
36,0,1,12596.263642506503
13,1,0,10088.372590735386
8,1,0,9897.878274142902
30,0,1,11020.252786307752
35,0,0,7975.902408374562
25,1,1,14853.069268409738
33,0,1,11928.111803380052
46,1,1,16162.807687824541
16,0,1,8627.441609169358
35,1,1,15473.028661603868
21,1,1,15315.415379145921
28,1,1,12794.627651705601
12,0,0,7880.24031353819
33,0,1,11813.367315438572
47,1,0,15563.089423645897
21,0,0,6588.876165652183
26,1,1,15567.686536897008
45,1,0,13611.788063208965
26,1,1,15649.515949345743
30,0,1,10652.84266639302
37,0,0,9008.92700991048
3,0,1,9771.068985372323
34,0,0,8923.658037176625
31,1,1,17519.55253840773
32,0,1,12195.213531798501
28,1,0,12053.343106311258
21,1,0,10770.793242407231
46,1,0,15123.328637454288
8,0,0,6544.914554593028
40,1,0,12406.75157772874
37,0,0,10818.269978672768
44,1,0,14281.146787817483
28,1,0,11252.28413907983
38,1,0,13402.954994820266
15,1,0,10296.498726521071
48,1,1,16643.33941216917
32,1,0,13181.096083556984
31,1,0,12205.305803229014
47,0,1,12975.726255039654
11,0,1,7803.263198903973
31,0,1,11012.015600939028
29,1,0,10363.238390079336
39,1,1,16296.354516863112
34,1,0,14450.445917164103
30,1,1,14307.771127443599
19,1,0,9884.430140494607
22,1,0,11168.780295967483
31,1,0,11471.512432645946
39,0,1,13276.731192883013
21,1,0,11131.998844273909
33,1,1,14975.04609841867
37,0,0,8198.31627322601
30,1,1,14278.87923794442
34,1,0,11669.074284232904
29,1,1,15666.311019442748
34,1,1,15203.329777614104
44,1,0,13495.206750487345
36,1,1,13797.403914958242
24,1,0,11274.379088036658
22,1,1,13723.053554296497
34,1,0,12637.121197550836
27,0,0,9253.223792973216
37,0,1,12325.015058982535
32,0,1,10865.070835075068
33,1,1,16297.48327203486
31,0,0,9160.382897730255
44,1,1,17547.435721417703
35,0,1,12430.277874659785
28,1,0,13599.220147586686
35,1,0,12690.808614069309
22,1,0,12039.39063917158
24,0,0,8141.549475326468
32,1,0,14467.222990225635
21,1,0,12470.244302804222
24,1,1,13904.320640412434
37,0,0,10352.54232459312
26,1,0,11553.38486099524
44,0,0,9720.100275517478
29,1,0,13028.292501768023
27,1,0,10509.526716798979
45,1,0,14991.512650709228
36,0,0,8376.28046485844
26,0,1,10214.77294737687
41,1,0,13399.647679106622
30,0,0,8637.730058684198
39,1,1,15008.924447248997
24,1,1,14678.810558368701
29,1,0,11169.89139651661
50,1,0,13107.887772880338
33,0,1,13219.209664523878
32,0,1,12792.397832165667
31,1,0,12181.740896953545
20,0,1,9911.020683639037
35,1,1,16580.568513401613
45,0,1,11623.278625474468
17,0,1,8681.100351058547
24,0,1,9709.238573901126
20,1,0,11704.23810687957
28,0,0,8477.188163797475
26,0,1,11113.904493329183
24,1,0,11232.463718329238
14,0,0,6939.689212555641
36,0,1,11814.700191274684
46,0,1,13665.353657135942
42,0,0,8671.401924092686
28,0,1,12675.52800253381
25,1,0,10736.982513302724
28,0,0,9239.133305169777
39,1,1,15263.974258269682
44,1,1,16749.68706814542
45,1,1,16096.338317959357
25,0,0,8626.328989751883
29,1,1,15456.268804584042
32,1,1,17245.268516877928
23,1,1,13983.762141911786
13,1,0,9947.653137458896
36,0,1,11493.444319560995
20,0,0,8940.209984453357
28,1,1,13386.08908594357
45,0,1,10807.284697359777
28,0,1,9605.770902039674
39,0,0,9971.863071798747
33,0,1,11642.466098127155
28,0,0,6234.746549398511
36,0,0,11653.504397058108
12,1,0,12449.181065627072
23,1,0,10337.058278046465
25,1,0,11195.555616678223
29,0,1,11789.915165562163
33,0,1,11663.883508230187
31,1,1,14207.422626738204
28,1,0,12297.30488333575
31,0,0,8083.424352424063
35,0,0,8318.809101042018
50,1,0,13826.200585386832
29,0,0,6662.847482559448
25,0,0,9751.232299175903
27,0,1,10892.40901363919
30,0,0,8974.203379192973
35,1,0,11627.287241965387
36,0,1,12686.122292491402
12,1,1,12450.61613743884
42,0,0,9548.9752940379
25,1,0,10191.19839627227
20,0,0,6024.44080037706
26,1,0,11460.851946572848
37,1,1,15603.283782997218
34,1,0,13018.149400899641
32,1,1,16122.199940365985
28,0,1,11317.71450086008
24,1,0,11810.524934433588
36,0,1,12466.017572586274
29,0,0,8747.012047774746
32,1,1,16690.479865120833
27,0,1,10242.167626728702
30,0,1,12624.7161358545
34,1,0,12147.704771682162
16,0,1,9206.836068690907
29,0,1,11884.853946718187
33,1,0,11339.176137314727
38,0,1,9161.56935321066
21,0,0,7362.779887070661
17,1,0,11646.81732555606
21,0,1,9405.618147553601
25,0,0,5928.552413419444
26,0,1,10690.192826035114
22,0,1,12972.910829500799
35,0,0,9314.82888679243
19,0,1,10831.584571338048
40,1,1,17304.070434863446
30,1,0,12295.426122274017
33,0,0,9183.130058235956
22,0,1,10364.533749442562
16,1,0,9435.811514690358
21,1,0,12686.911218084148
45,1,1,14615.877666119002
30,1,0,13844.576871598656
24,1,0,12319.73176780262
33,1,1,14376.028230017691
36,0,1,12881.190504707194
41,0,1,12107.403534648718
24,1,0,11256.672484376
12,0,1,8591.302563981299
36,1,0,13347.83148069767
17,1,0,11354.849533369856
6,1,0,6857.596344100659
25,1,0,10679.667678948601
36,0,0,9465.931524477162
27,0,0,10769.763305987794
9,0,1,8616.568987959412
22,1,0,10037.966817652019
17,0,0,6146.034233625908
30,1,1,14782.979220713793
33,0,0,7072.3718939189375
50,0,0,11928.90651437494
36,0,1,12705.171897635742
50,1,1,18529.273830650258
8,0,0,5519.158661229982
21,0,1,9522.098220207532
5,1,0,9059.588522293066
19,1,1,13546.273396535915
31,1,1,15461.015076184385
34,1,0,14964.717128775463
42,1,1,16323.576233557149
45,1,1,17500.39597653992
36,0,0,9152.700965605829
35,1,1,13286.181236093973
32,0,0,6308.845174599918
21,1,0,13896.38909422111
24,1,0,9492.190702880336
18,0,0,5903.687099071415
26,0,1,10965.591694990031
28,0,0,8300.502078895224
30,1,0,12049.559593303038
42,0,1,13099.42042165339
28,0,1,11892.751568757962
20,0,0,6730.455904352436
25,1,1,14448.703239831097
32,1,1,16002.477271605261
33,0,0,10224.435601335488
21,0,0,7102.333202662999
25,1,0,10387.698393783956
43,0,0,8527.654933315429
21,0,1,10117.598143612948
29,0,0,10573.28297264095
15,1,0,9666.108399568986
52,1,1,19608.39596905662
28,0,0,8972.868926226618
11,0,0,7132.742181568925
32,1,1,13619.833826159207
18,0,0,7854.277885810013
47,0,0,11721.817689877756
33,1,0,13204.32806808622
29,1,0,11404.676293450982
41,1,0,14149.231449896664
32,0,0,8396.58155971981
30,0,1,12712.679599805244
15,1,0,9478.243116491602
23,0,0,7044.71174398609
23,0,0,8314.384138740777
46,0,0,8701.77736548464
41,0,1,11506.851172551535
36,0,1,11933.980922340786
32,1,1,14801.771395273261
38,0,1,11446.156257344417
18,1,0,8806.898561288875
34,1,1,14672.56910427528
35,1,0,13225.99263655222
31,0,0,11634.389224628383
29,0,1,12134.06340391542
33,1,0,10931.98834637046
35,0,1,12720.776438348192
36,0,1,11830.186526549387
35,0,0,8731.991478346938
16,0,0,8472.010540455418
32,0,0,8247.728744106531
18,0,1,8003.257818116936
37,0,1,12213.80655370904
26,1,0,10617.365741807493
15,1,0,10027.666207124143
32,0,1,11216.637389186395
35,0,1,11244.965753246734
6,1,1,11729.97252215528
39,1,0,13680.292792177639
29,1,1,14202.996989049987
21,0,0,6792.6575059801435
14,1,1,14169.930180914625
6,1,1,11110.034165539264
19,1,0,9437.603689919535
41,0,1,13468.25911063784
20,0,0,7401.804106108704
42,1,0,15438.90146935426
27,1,0,10968.354812278963
43,0,1,14504.833283446627
38,0,0,8440.392420637681
27,0,1,12844.672684923402
40,0,0,11862.062788644209
33,0,1,11273.988837910321
45,1,1,16737.570768591875
40,0,1,11654.556851490153
31,1,0,13805.732680285237
48,0,1,14776.227819536536
34,1,0,11920.65443536931
22,0,1,9544.81534408355
54,1,0,15824.835304630964
20,1,0,11572.11295154558
31,1,1,15499.274097867563
14,1,1,11384.008393254875
34,0,0,9397.062870533524
21,0,1,10445.159591455156
30,0,1,13174.009090599371
40,0,1,11368.57813563971
7,0,0,4507.231523023211
22,0,1,10494.914589903723
25,0,0,8440.984365801707
20,1,0,11756.16239089277
22,1,0,11492.315250745803
32,1,1,14890.969572388602
18,1,0,10674.984968705336
45,1,1,15172.62839706573
21,1,1,13809.830218122837
38,1,1,16423.439855339304
22,0,1,11116.113529042957
37,0,0,10609.967237204779
31,1,0,11683.663172652066
32,1,0,13650.629173827636
34,0,1,10830.763490181165
47,1,0,14371.552890786588
4,1,0,8003.195012874413
39,0,1,12520.578696076298
40,1,0,13622.079881003658
18,1,1,14106.908297067543
9,0,0,5739.937821103828
26,1,0,13202.19758752174
40,0,0,10931.257787726616
37,1,1,16037.711401859975
39,0,1,12142.87192852316
31,0,0,7881.312262199501
40,0,0,7823.81355053364
33,1,0,11763.612468505347
27,0,0,8579.111367216075
26,0,0,8581.079028611235
39,0,1,13875.23923895237
25,0,0,7526.691265686059
24,0,0,8837.723455813888
20,1,0,9503.99129432175
55,1,0,13817.893489520578
54,1,1,17649.63706404464
29,1,1,13930.446711957034
31,1,0,13794.012487837563
15,0,0,6221.354072903303
41,0,0,10518.900728863815
35,0,0,8985.89700268551
49,1,1,19569.059134924184
27,1,0,11714.61098022788
41,0,1,12105.47401582423
39,1,1,17288.65354955021
33,0,0,10457.406758492496
31,0,0,9727.612509777555
34,0,0,8715.41710306478
25,1,0,10490.73851788919
23,1,0,11937.75025606473
33,1,0,12648.9943616891
20,0,0,6936.579084300401
26,0,1,10292.329393978678
34,1,0,12309.852646038653
29,1,1,14388.662100913385
10,1,0,8703.10747075617
37,1,0,13357.853785108484
29,0,1,10944.076504574106
20,0,1,8080.52267652409
18,0,1,8205.612380776167
16,1,1,12530.972245752346
33,0,1,11245.744539610521
13,0,0,7164.806776994892
39,0,0,11849.500720776668
42,1,1,15755.718562608165
44,1,1,17318.950928899587
44,0,1,12563.772075250507
6,1,0,10479.035602415704
56,1,0,15526.26050054984
29,1,1,16334.675403341982
22,1,1,13471.398551462664
24,1,0,9480.711974719825
27,0,0,8522.063698090942
39,0,1,12096.796707372021
14,1,0,11119.7048380631
6,1,0,9502.79043607091
29,0,1,10966.114130715707
27,0,1,10697.46320414768
31,0,0,8468.65764840759
14,0,0,6481.816668022545
26,0,0,5901.204731882888
25,0,0,7490.086463398058
23,1,0,12494.43788280044
20,1,1,12362.149676450323
37,1,0,11766.141782230745
26,1,1,13445.227109262209
38,1,0,13314.335126895412
33,0,1,11161.83836011013
18,1,1,13052.09358752603
26,1,1,13575.914514781462
28,1,1,15101.482718739282
37,0,1,11201.409115905539
10,1,0,11240.368042528029
39,0,0,8100.156710536074
19,0,0,7134.933625112636
38,0,1,11506.541669171107
25,0,1,10452.599555767161
29,0,1,9888.66862509435
34,0,0,9439.391091033936
36,1,0,11071.310453487558
12,0,0,6933.076646792413
50,1,1,16123.0158860598
18,0,1,8993.310558230061
29,1,1,14665.109843882967
35,0,1,11051.3177192413
27,1,1,13069.716048382033
31,0,0,9881.924694381487
28,1,0,13981.286211574252
28,0,0,6822.763885363387
44,1,0,14274.230207402918
37,0,0,11135.405190584503
37,0,0,8624.622872864924
34,1,0,11777.765326554223
10,0,0,7167.612927978156
25,0,0,8989.49484706959
36,0,0,9967.759924551585
37,0,1,11513.5764226626
30,1,0,11830.384390582232
22,0,0,8100.147571540141
46,1,1,16895.660952131086
47,0,1,14381.112108414669
26,0,1,10480.521861512709
49,1,0,15851.636661157878
28,1,1,13919.088364949415
44,0,0,10818.331073980138
21,0,0,8087.325828759051
28,1,0,10286.179315274083
28,0,1,10960.871197980512
40,0,1,11024.828918545452
51,0,1,13528.506759366712
32,0,1,12558.310198814845
29,1,0,11549.8360664129
29,0,0,10037.218025841117
43,0,0,10259.102428594666
11,0,0,8836.333364645192
28,0,1,12222.927940692287
25,1,0,13083.898172341254
23,0,1,9725.249487915788
30,1,1,15476.52322398588
24,0,1,10371.333663881047
35,0,0,7992.043702933175
23,1,0,10495.007057053423
17,0,1,9984.29494245382
17,0,0,6968.672829451152
23,0,0,8058.613123565015
19,0,1,11993.080972388758
38,0,1,12784.1667206283
44,1,1,16099.557570390003
26,0,0,8412.032250693916
24,0,0,6477.886862532356
27,0,0,7693.728730570737
